numbers,app_name,size_bytes,price,all_ratings,current_ver__ratings,avg_user_rating,current_user_rating,latest_version,age_rating,genre,num_devices_sup,num_screenshot,num_languages
2885,Paper Girl - Morning Madness Adventures,94368768,0,274,33,3.5,3,1.7,4+,Games,38,5,11
2886,Star Walk for Kids: Learning Astronomy and Space,171140096,2.99,80,0,3.5,0,2.0.4,4+,Education,37,5,11
2887,Show My Homework,83624960,0,17,0,3.5,0,3.7.2,4+,Education,37,5,1
2888,The Ensign,15657984,0.99,968,177,4.5,4.5,1.55,12+,Games,38,1,1
2889,"Witches' Legacy: Hunter and the Hunted HD - Hidden Objects, Adventure & Magic (Full)",1612120064,6.99,18,18,4.5,4.5,1.0.2,9+,Games,24,5,5
2890,Fireboy & Watergirl 2 - The Forest Temple,51855360,0.99,56,56,2,2,1,4+,Games,38,5,1
2891,Wildlife Simulator: Crocodile,86482944,1.99,333,333,4.5,4.5,1,9+,Games,43,5,1
2892,Swift Playgrounds,254489600,0,578,59,4,3.5,1.2,4+,Education,16,5,6
2893,Themeboard,52408320,0,704,87,3,2.5,1.2.2,4+,Utilities,37,4,1
2894,Bruh-Button,52343808,0,17487,157,5,4,2.1,17+,Entertainment,37,5,1
2895,Ideas for Elves — The Elf on the Shelf®,109601792,0,333,49,4.5,4.5,1.3.0,4+,Entertainment,37,5,1
2896,Dr. Seuss Treasury — 50 best kids books,100943872,0,451,31,4.5,4.5,1.8.3,4+,Book,37,4,1
2897,Digimon Heroes!,176620544,0,3144,65,4.5,4.5,1.0.45,9+,Games,38,5,1
2898,Last Voyage,318521344,1.99,805,163,4,4.5,2.0.1,4+,Games,38,5,1
2899,Homido 360 VR player,58593280,0,100,71,3.5,3.5,2,17+,Photo & Video,38,5,1
2900,PDF Markup Ultimate - Annotate PDFs and Web Pages,108191744,9.99,541,21,4.5,4.5,6.9.1,17+,Productivity,37,5,13
2901,Google Calendar – Make the most of every day,148507648,0,7656,12,4,4,2.2.0,4+,Productivity,37,5,33
2902,WWE 2K,1254719488,7.99,1810,1112,4,4,1.1,12+,Games,38,5,7
2903,My Talking Angela,398783488,0,54549,404,4.5,4.5,3.1.1,4+,Games,38,5,13
2904,Pyware 3D Viewer,82898944,2.99,10,2,3.5,4.5,1.0.5,4+,Music,38,5,1
2905,My College Bookstore,8933376,0,225,2,2.5,3,2.4.2,4+,Shopping,37,0,1
2906,Icewind Dale: Enhanced Edition,2323812352,9.99,177,73,4,4,1.4.0,12+,Games,43,5,1
2907,Rival Stars Basketball,112316416,0,4383,105,4.5,4.5,2.9,4+,Games,38,5,24
2908,Mail Master Pro by NetEase,118506496,1.99,36,1,4,5,5.4.3,4+,Productivity,37,5,3
2909,Leap of Fate,999398400,3.99,280,280,4.5,4.5,1,12+,Games,38,5,1
2910,Real Razor (Prank),8322048,0,220,25,3,2.5,1.6,4+,Entertainment,38,0,5
2911,Maps Pro For Minecraft PE,7331840,2.99,768,696,2.5,2.5,1.21,4+,Games,40,5,1
2912,Plug & Play,272482304,2.99,238,166,4,4,1.1.1,9+,Games,40,4,1
2913,Yoga Break,98542592,2.99,45,14,4.5,4.5,1.3,4+,Health & Fitness,40,5,1
2914,Boom Boom Football,173314048,0,2048,878,4,4,1.2,9+,Games,38,5,1
2915,ピタゴラパブロフ,185879552,0,0,0,0,0,1.1.16,4+,Games,38,5,1
2916,全民K歌,119202816,0,441,10,4.5,4.5,3.9.5,12+,Entertainment,38,5,3
2917,Close5 - Buy & Sell Stuff Locally,62879744,0,5010,60,4,4,2.10.0,17+,Shopping,37,0,1
2918,The Voice Official App on NBC,23755776,0,3327,1355,4.5,4.5,3.3.0,4+,Entertainment,37,5,1
2919,The Maze Runner ™,261382144,0,3370,636,4,4.5,1.8.3,12+,Games,43,5,1
2920,Webcams Viewer - Live Video Surveillance IP Cams,13913088,0,130,18,3,2.5,1.1,4+,Entertainment,25,5,1
2921,Banner Saga,2030561280,9.99,1276,19,4.5,4,1.06,12+,Games,37,5,7
2922,Clicker Heroes,90272768,0,7495,435,4.5,4.5,2.3.2,9+,Games,40,5,11
2923,Nick Jr.,85286912,0,1541,16,3.5,3.5,2.3.2,4+,Education,37,5,1
2924,SNKRS,79418368,0,12298,813,4.5,5,2.7.0,4+,Shopping,37,0,1
2925,Fullscreen,108388352,0,894,10,3.5,3,1.5.4,12+,Entertainment,37,5,1
2926,Adobe Illustrator Draw,107823104,0,3215,100,4.5,4.5,4.1.1,4+,Productivity,37,5,18
2927,DRAGON QUEST,27130880,2.99,419,16,4.5,5,1.0.4,9+,Games,40,5,3
2928,Kanazawa Shogi 2,77126656,5.99,0,0,0,0,1.0.8,4+,Games,37,5,2
2929,百度外卖 -美食订餐品质生活，超市水果安全到家,65560576,0,148,1,4,2,4.7.1,4+,Food & Drink,38,0,2
2930,"Official QR Code reader ""Q"" - QR app. -",69015552,0,0,0,0,0,1.8.8,17+,Productivity,38,0,12
2931,Heroes and Castles 2,766031872,1.99,2027,172,4.5,4.5,1.3.6,12+,Games,38,5,1
2932,1010!,131249152,0,53496,321,4.5,4.5,54,4+,Games,38,5,1
2933,Dawn of Titans,1213626368,0,18735,46,4.5,4.5,1.15.4,9+,Games,37,5,16
2934,途牛旅游PRO-订机票酒店，查旅行景点门票,159574016,0.99,0,0,0,0,9.1.4,17+,Travel,37,0,1
2935,StageCameraHD,7755776,0,0,0,0,0,2.7.1,4+,Photo & Video,35,0,2
2936,Tiny Archers,167745536,0,568,13,4,3.5,1.7.0,12+,Games,38,5,1
2937,Trebel Music - Unlimited Music Downloader,54278144,0,2570,305,4.5,4.5,3.7.1,12+,Music,37,0,2
2938,Five Nights at Freddy's,49946624,2.99,27388,27388,4.5,4.5,1,12+,Games,43,5,1
2939,Marco Polo Video Walkie Talkie,122692608,0,27662,381,4.5,4.5,0.14.87,4+,Social Networking,37,2,1
2940,Ticket Camp - フリマよりも安心で簡単なチケットアプリ,65034240,0,0,0,0,0,6.2.6,4+,Shopping,37,5,1
2941,Wildlife Simulator: Bear,87031808,1.99,122,122,4.5,4.5,1,9+,Games,43,5,1
2942,Fist of Fury,45833216,0,6813,102,4.5,4.5,1.1.7,9+,Games,38,5,1
2943,SimCity BuildIt,96606208,0,198338,2078,4.5,4.5,1.16.94,4+,Games,38,5,15
2944,Suicaチャージ,2334720,0,3,3,2,2,1.1.0,4+,Finance,37,0,2
2945,Just Dance Controller,183842816,0,440,33,2.5,2.5,3.2.5,4+,Games,38,0,15
2946,家长通-一起作业旗下家长端的同步课堂点读机,81256448,0,15,0,4.5,0,1.9.0,17+,Education,38,5,2
2947,TIDAL,63882240,0,7398,639,4,4.5,1.18.0,12+,Music,37,5,9
2948,Amazing Thief,17489920,0,21984,5528,4,4,1.1.1,4+,Games,40,4,14
2949,Sleep Attack TD,672624640,2.99,45,5,4,5,1.2.1,4+,Games,37,5,1
2950,The Complete Adventures of Pan (Books 1-7),2334249984,27.99,649,39,4.5,4.5,7.4.1,4+,Book,37,5,1
2951,One More Line,127930368,0,8392,778,4.5,4.5,2,4+,Games,40,5,1
2952,Fatal,32017408,0,124,124,4,4,1,9+,Games,40,5,1
2953,Retouch Vogue - Facetune Wrinkles & Pimples Makeup,25153536,0,2235,220,4.5,4,1.5,4+,Photo & Video,38,0,30
2954,Méditations avec Christophe André,117628928,4.99,0,0,0,0,2,4+,Health & Fitness,37,5,1
2955,World of Dragons: Dragon Simulator,111820800,0.99,1138,1138,4.5,4.5,1,9+,Games,43,5,1
2956,Run Sackboy! Run!,271454208,0,2027,359,4,4,1.19,4+,Games,40,5,1
2957,"RAMBOAT - Game of Shoot and Dash, Run and Jump !",64588800,0,1114,0,4.5,0,2.7.7,17+,Games,37,5,1
2958,Dolphin Simulator,104689664,0.99,388,388,4,4,1,9+,Games,43,5,1
2959,Snake Simulator,71372800,0.99,859,812,4.5,4.5,1.1,9+,Games,43,5,1
2960,Orca Simulator,147263488,0.99,397,397,4.5,4.5,1,9+,Games,40,5,1
2961,mazec - 手書き日本語入力ソフト,51886080,8.99,5,0,3.5,0,2.1.3,4+,Utilities,37,5,2
2962,Workflow: Powerful Automation Made Simple,115055616,0,1498,40,4,4,1.7.4,4+,Productivity,37,5,1
2963,Mia and me - Free the Unicorns!,613076992,2.99,45,42,4,4,1.21,4+,Games,40,5,1
2964,Monster Mingle,309072896,2.99,17,2,4.5,4.5,1.1.5,4+,Education,37,5,1
2965,"RainbowKey - Color keyboard themes, fonts & GIF",86156288,0,23063,101,4.5,4.5,4.0.9,4+,Utilities,37,5,14
2966,Daisy Chain,260082688,0.99,0,0,0,0,1.3.1,4+,Games,38,5,1
2967,Project Life,181997568,2.99,666,3,4.5,5,2.5,4+,Photo & Video,37,5,24
2968,Dr. Panda’s Swimming Pool,221777920,1.99,371,162,4.5,4,1.5,4+,Education,40,4,17
2969,VOX: FLAC Music Player with MP3 & Equalizer,73674752,3.99,495,13,4,4,2.1.10,4+,Music,37,0,5
2970,Sugar Smash: Book of Life,128648192,0,20254,71,5,4.5,3.32.162,4+,Games,37,4,16
2971,Swype,39969792,0.99,7216,383,3,2,1.6.3,4+,Utilities,37,5,22
2972,Procreate Pocket,74910720,2.99,337,55,4,4,1.6.3,4+,Entertainment,37,0,13
2973,Sunny ~ Calm wave & ocean sounds to Sleep Relax Meditate on the beach with rain and sea birds,86542336,1.99,1079,71,5,5,3.0.1,9+,Health & Fitness,38,5,2
2974,Tobuscus Adventures: Wizards,438812672,4.99,6741,825,5,5,1.0.9,9+,Games,37,4,1
2975,Creema（クリーマ）- ハンドメイドマーケットプレイス,31853568,0,0,0,0,0,1.6.20,17+,Shopping,38,0,2
2976,Stormfall: Rise of Balur,158947328,0,3340,21,4.5,5,1.85.1,9+,Games,38,5,8
2977,Pennies – Budget and Expense Tracker,80970752,3.99,736,63,4.5,5,5.3,4+,Finance,37,5,7
2978,Warmlight - Manual Camera & Photo Editor,57647104,4.99,643,50,4,4.5,2.1,4+,Photo & Video,37,5,16
2979,讯飞输入法-智能语音输入和表情斗图神器,124801024,0,822,13,4.5,4,7.0.1789,4+,Utilities,37,0,1
2980,Geometry Wars 3: Dimensions Evolved,120050688,9.99,1122,280,4.5,4.5,2.0.3,4+,Games,37,5,5
2981,5miles: Buy and Sell Used Stuff Locally,54063104,0,16105,3420,4.5,4.5,5.0.5,4+,Shopping,37,4,8
2982,My Movies Pro - Movie & TV Collection Library,95249408,7.99,1309,163,4.5,5,2.28,12+,Catalogs,38,5,13
2983,搜狗输入法-Sogou Keyboard,89465856,0,874,2,3,3,4.5.1,4+,Utilities,37,5,1
2984,Fingerprint Login: PassKey Password & Apps Lock,80351232,0,718,39,2,2.5,4.2,17+,Productivity,38,4,1
2985,Runcast - Weather for Runners,47755264,0.99,11,3,3.5,3,2.2.3,4+,Weather,37,4,1
2986,Afterpulse,970903552,0,9321,167,4.5,4.5,1.7.3,17+,Games,25,5,16
2987,GIF Keyboard,71191552,0,5979,591,4,4.5,3.5,17+,Utilities,37,4,22
2988,Dr. Panda Mailman,169786368,3.99,942,10,4.5,3.5,1.81,4+,Education,40,5,18
2989,史上最强的大脑4-超级王者(时代永恒小强),52194304,0,24,0,4.5,0,3.6,4+,Games,38,5,2
2990,The Room Three,1005560832,4.99,23878,21769,5,5,1.0.1,9+,Games,39,5,1
2991,Monster Mania,98089984,0,175,22,4.5,4.5,1.0.4,4+,Games,38,5,1
2992,Stick Hero,28680192,0,31727,6017,4.5,4,1.5,4+,Games,40,5,1
2993,信用钱包官方版-用手机号就能贷款,32038912,0,0,0,0,0,5.6.0,17+,Finance,37,0,1
2994,After School - Funny Anonymous School News,148799488,0,18482,1,4,5,1.9,17+,Social Networking,37,0,1
2995,"Money Pro - Personal Finance, Budget, Bills",133555200,2.99,754,168,4.5,5,1.8.5,4+,Finance,37,5,33
2996,Inside Out Thought Bubbles,164248576,0,21881,113,4.5,4,1.19.0,4+,Games,38,5,9
2997,Dubsmash,101078016,0,20243,44,4.5,4,2.21.0,12+,Entertainment,37,4,20
2998,DUAL!,19860480,0,2140,425,4.5,4.5,1.2.34,4+,Games,43,5,1
2999,EvoCreo - A Monster Capture RPG,138688512,0.99,242,17,4,4,1.5.0,9+,Games,38,5,1
3000,Toby: The Secret Mine,183043072,4.99,12,3,3.5,3.5,1.61,12+,Games,37,5,1
3001,Cartoon Wars 3,123680768,0,979,27,4,4.5,150,12+,Games,40,5,3
3002,Javelin Masters 2,60551168,0,2909,305,4.5,4.5,1.4.2,4+,Games,40,5,11
3003,Photomath - Camera Calculator,34342912,0,16523,161,4.5,5,3.1.2,4+,Education,37,3,20
3004,Toca Boo,216041472,2.99,431,82,4,4,1.0.4,4+,Education,39,5,18
3005,"Mixels Rush - Use Mixes, Maxes and Murps to Outrun the Nixels",90406912,0,288,176,4,4,2,9+,Games,38,4,12
3006,Camp Pokémon,1035772928,0,2125,480,4,4,1.2,4+,Entertainment,40,5,5
3007,The Survivor: Rusty Forest,342490112,0.99,1746,215,3.5,3.5,1.2.4,17+,Games,43,5,1
3008,マンガ図書館Z -人気漫画が読み放題！,77494272,0,9,1,5,5,3.2.3,17+,Book,37,5,1
3009,ContactsXL 2016,4557824,0.99,61,1,2.5,1,2.16,4+,Productivity,38,1,6
3010,Odd Bot Out,12656640,3.99,157,157,4.5,4.5,1,4+,Games,40,5,1
3011,Sago Mini Fairy Tales,187934720,2.99,94,14,4,4,1.1,4+,Education,38,5,1
3012,Tiny Miners,175606784,0,2317,97,4.5,4.5,2.7,4+,Games,37,5,10
3013,Anatomy & Physiology: Body Structures and Function,1758696448,34.99,49,14,4.5,4,4.1.11,12+,Medical,37,5,5
3014,Doc McStuffins: Mobile Clinic Rescue,297351168,2.99,91,29,3,3.5,1.6.1,4+,Games,38,5,6
3015,Baum,349646848,1.99,19,7,3,3.5,1.01,4+,Games,40,5,1
3016,Fun Run 2 - Multiplayer Race,126603264,0,31981,276,4.5,4.5,4,9+,Games,37,5,1
3017,Star Wars™: Galaxy of Heroes,119752704,0,122260,1944,4.5,4.5,0.8.0,9+,Games,37,5,15
3018,Everpix HD Wallpapers - Cool Backgrounds & Themes,67971072,0,5521,24,4.5,5,2.2.2,4+,Entertainment,37,5,20
3019,Kindergarten Sight Words : High Frequency Words to Increase English Reading Fluency,61987840,2.99,21,10,3.5,4,2,4+,Education,40,5,1
3020,Bean Dreams,71748608,0.99,1382,108,4.5,4.5,4,9+,Games,37,5,13
3021,Felt: Birthday & Greeting Cards & Thank You Card,240285696,0,1724,24,4.5,5,3.1.1,4+,Photo & Video,37,5,1
3022,Craft The World - Pocket Edition,330018816,4.99,213,0,4.5,0,1.4.009,9+,Games,37,5,9
3023,McDonald's,202457088,0,4050,49,2,2.5,5.4.1,4+,Food & Drink,37,0,2
3024,My PlayHome School,206561280,2.99,1286,43,4.5,4.5,3.1.1,4+,Entertainment,43,4,18
3025,Wild Horse Simulator,78684160,0.99,961,961,4,4,1,9+,Games,43,5,1
3026,Cheetah Simulator,106536960,0.99,976,940,4.5,4.5,1.1,9+,Games,43,5,1
3027,Cycloramic for iPhone 6/6S (Not the 6+/6S+),32371712,1.99,168,15,2.5,2.5,1.3.1,4+,Photo & Video,25,1,11
3028,Space Age: A Cosmic Adventure,85868544,1.99,412,50,4,4,1.1.5,9+,Games,40,5,1
3029,WordBubbles!,79702016,0,62061,2363,4.5,4.5,1.3.9,4+,Games,37,5,1
3030,Email - Fast & Secure mail for Gmail iCloud Yahoo,142936064,0,10778,683,4.5,4.5,1.5.0,4+,Productivity,37,5,1
3031,flick（フリック）- みんなの顔文字キーボードから名前が変わりました,75055104,0,8,1,5,5,5.1.0,4+,Utilities,37,5,2
3032,N.O.V.A. 3: Freedom Edition - Near Orbit Vanguard Alliance game,1400971264,0,25716,25716,4.5,4.5,1.0.0,17+,Games,43,5,12
3033,codeSpark Academy with The Foos - coding for kids,161695744,0,977,9,4.5,4.5,2.09.00,4+,Education,38,5,1
3034,Oddworld: Stranger's Wrath,1190330368,2.99,713,252,4.5,4.5,1.0.4,12+,Games,38,5,10
3035,Radiation Island,1537737728,2.99,5148,1465,4.5,4,1.0.6,12+,Games,38,5,10
3036,Sentinels of the Multiverse,913693696,6.99,505,26,4.5,4.5,2.4,12+,Games,37,5,1
3037,单机三国志2-铜雀台资料片 天天都玩,329893888,0,21,6,4.5,4.5,1.4,12+,Games,40,5,2
3038,CreamCam+ auto selfie enhancer,47947776,1.99,25,0,3.5,0,4.03,4+,Photo & Video,37,3,33
3039,Neko Atsume: Kitty Collector,44166144,0,31219,249,4.5,4.5,1.9.6,4+,Games,40,5,2
3040,平安好医生-要健康上平安好医生,120727552,0,0,0,0,0,5.0.0,17+,Medical,38,0,1
3041,Monster & Commander,281846784,0,1723,515,4.5,4.5,1.4.5,9+,Games,38,5,33
3042,My Little Pony: Trick or Treat,81508352,2.99,15,4,4.5,4,1.3,4+,Book,38,5,1
3043,Crossy Road - Endless Arcade Hopper,165471232,0,669079,1087,4.5,4.5,1.5.4,9+,Games,38,5,13
3044,"ProShot - RAW, DSLR Controls & Video",5897216,3.99,893,19,4.5,4,3.8,4+,Photo & Video,37,2,11
3045,DaWanda - The marketplace for unique products,51405824,0,0,0,0,0,2.27,4+,Shopping,37,0,6
3046,Fragment's Note Memories -Fragment's Note公式資料集アプリ-,511918080,4.99,0,0,0,0,1.0.0,17+,Book,40,5,1
3047,Cesium Music Player,5883904,1.99,536,24,4.5,4,3.8.7,4+,Music,37,0,10
3048,Highrise - Your Avatar Community,116480000,0,2011,15,4,4.5,2.2.3,12+,Social Networking,37,5,15
3049,Google Classroom,143749120,0,5942,25,4,4.5,2.2017.21202,4+,Education,37,5,33
3050,Acapella from PicPlayPost,134921216,0,2487,23,4,4,2.23,12+,Music,37,5,11
3051,Pixelmator,132711424,4.99,1029,156,4,4,2.3,4+,Photo & Video,37,5,11
3052,The Swords,48083968,1.99,38,2,4,3.5,1.03,12+,Games,38,5,4
3053,Aeris Pulse Weather,30896128,0.99,81,7,4,5,1.3.8,4+,Weather,38,0,1
3054,GoldieBlox and the Movie Machine,93580288,0,1000,11,4,4,1.5.2,4+,Education,37,5,1
3055,DuckTales: Remastered,1070424064,4.99,165,99,4,3.5,1.0.2,4+,Games,38,5,11
3056,戦国乙女〜剣戟に舞う白き剣聖〜西国参戦編,1338712064,11.99,0,0,0,0,1.0.0,17+,Games,40,0,2
3057,JCPenney,113282048,0,1661,82,3.5,4,7.0.2,4+,Shopping,37,2,1
3058,Papa's Pizzeria To Go!,60056576,0.99,118,8,4.5,5,1.0.3,4+,Games,37,0,1
3059,Train Drive ATS 2,147553280,6.99,73,5,4.5,4.5,2.02,4+,Games,37,5,10
3060,Haunted Manor 2 - The Horror behind the Mystery - FULL (Christmas Edition),313634816,2.99,248,104,4.5,4.5,1.3,12+,Games,38,5,1
3061,Electric Screen Socket Prank,21296128,0,1469,220,3.5,3.5,2.2,12+,Entertainment,43,4,2
3062,Atom – Movie Tickets and Showtimes,102137856,0,4105,2831,5,5,2.5.3,4+,Entertainment,37,0,1
3063,Ohajiki Web Browser,45042688,2.99,9,0,4.5,0,2.6.4,17+,Health & Fitness,37,4,2
3064,myHAC - Home Access Center,13446144,2.99,88,4,2.5,2.5,1.64,4+,Education,37,0,1
3065,モンスト マルチ掲示板 運極 ＆ ガチャ予報 & 攻略情報 for モンスターストライク,8606720,0,0,0,0,0,4.7.0,4+,Games,37,5,13
3066,Elf Pets® Virtual Reindeer – The Elf on the Shelf®,376027136,0.99,271,60,4.5,5,2.1,4+,Games,40,5,1
3067,GraphModeling,589824,0.99,26,26,4.5,4.5,1,4+,Education,24,1,1
3068,AdVenture Capitalist,292289536,0,181359,11269,4.5,5,5.1,4+,Games,38,5,1
3069,MONOPOLY Bingo!,253120512,0,21025,24,4.5,2.5,2.5.1,12+,Games,38,5,1
3070,Football Heroes PRO 2016,141340672,0,3018,665,4,4,1.1,9+,Games,40,3,1
3071,Fear For Sale: Nightmare Cinema HD - A Mystery Hidden Object Game (Full),1672032256,6.99,8,8,4,4,1.0.0,4+,Games,24,4,5
3072,Fear For Sale: Nightmare Cinema - A Mystery Hidden Object Game (Full),1671360512,2.99,1,1,4,4,1.0.0,4+,Games,36,0,5
3073,Pro HDR X,1953792,1.99,345,321,3.5,3.5,1.1,4+,Photo & Video,37,4,1
3074,MeiCam -  Video Production Master,133684224,0,0,0,0,0,2.6.3,4+,Photo & Video,38,5,2
3075,Halloween Face Paint Spa - Kids Makeup Salon Games,104049664,0,113,3,3,2.5,1.4,4+,Games,38,5,25
3076,"GameDay Pro Football Radio - Live Games, Scores, Highlights, News, Stats, and Schedules",18788352,1.99,113,52,5,5,3,4+,Sports,38,0,1
3077,Labo Halloween Car(4+),62780416,1.99,0,0,0,0,1.1.2,4+,Games,24,5,9
3078,Clockmaker – Mystery Match3 Puzzle,143858688,0,5246,466,4.5,4.5,24.92.0,4+,Games,38,4,8
3079,Jump on piano stack,18375680,0,1750,177,4,4,1.8,4+,Games,40,5,27
3080,Dumb Ways to Die 2: The Games,104282112,0,11295,270,4,4,1.7.2,12+,Games,38,5,16
3081,Enlight,127879168,3.99,4915,337,4.5,4.5,1.3.3,4+,Photo & Video,37,5,13
3082,Scary Doll,16478208,3.99,18,18,2,2,1,12+,Games,43,1,1
3083,PES CLUB MANAGER,1257910272,0,3216,9,4.5,4.5,1.5.2,4+,Games,37,5,15
3084,DingTalk,164508672,0,40,0,4,0,3.4.11,4+,Business,38,4,3
3085,"Bumble – Find a Date, Meet Friends & Network",91858944,0,10109,66,3.5,4,1.12.6,17+,Lifestyle,37,0,16
3086,Sandstorm: Pirate Wars,519218176,0,4518,409,4.5,4.5,1.19.4,9+,Games,37,5,5
3087,Sniper 3D Assassin: Shoot to Kill Gun Game,157851648,0,386521,10332,5,5,1.17.6,17+,Games,40,5,9
3088,优信二手车-二手车买车卖车评估交易平台,71677952,0,6,0,5,0,8,9+,Lifestyle,38,0,8
3089,The Clymb — Gear Deals,8035328,0,104,30,3,1.5,1.31,4+,Shopping,37,0,1
3090,Haunt the House: Terrortown,192302080,1.99,1698,151,4.5,4.5,1.4.5,9+,Games,38,5,1
3091,Smash Monsters - City Rampage,111940608,0,7084,8,4.5,4.5,4.4,9+,Games,38,5,7
3092,ProTube for YouTube,28517376,3.99,1082,63,3.5,3.5,2.5.5,17+,Entertainment,37,5,2
3093,幻獣契約クリプトラクト,97223680,0,33,0,4,0,v3.6.9,9+,Games,40,5,1
3094,KORG Module,1385491456,39.99,201,58,4,4,2.5.1,4+,Music,37,5,5
3095,Train Conductor World,158641152,0,1238,6,4.5,5,1.11.2,4+,Games,37,5,7
3096,"Todo Number Matrix: Brain teasers, logic puzzles, and mathematical reasoning for kids",41566208,0.99,15,5,4.5,4,1.1.1,4+,Education,38,5,8
3097,Piloteer,276369408,2.99,1059,23,3.5,4,1.36,9+,Games,38,5,1
3098,Stickman Ice Hockey,51140608,0,676,390,4,4,1.4,4+,Games,40,5,1
3099,诸神战纪竞技场：超神大冒险(无尽关 排行榜 动作类横版过关游戏),57092096,0,0,0,0,0,2000,9+,Games,40,3,0
3100,Give It Up!,137146368,0.99,2560,1,4,5,1.9.3,4+,Games,37,5,6
3101,TruckSimulation 16,1464656896,0.99,113,78,4.5,4.5,1.0.4,4+,Games,35,5,17
3102,Dog Simulator 2015,195235840,0,29817,6173,4.5,4.5,2.2.3,4+,Games,38,5,11
3103,Crazy Eye Clinic - Doctor X Adventures,82837504,0,101,27,3,2.5,1.2,12+,Games,40,5,12
3104,DC Legends,271538176,0,16460,276,4.5,4,1.12.1,9+,Games,38,5,10
3105,Target Acquired,219380736,0,50,50,3.5,3.5,0.8.8,9+,Games,40,4,1
3106,多盈理财-正规手机投资金融理财产品,27424768,0,0,0,0,0,4.1.5,17+,Finance,38,0,1
3107,Shadowrocket,20136960,2.99,104,3,4,3,2.1.7,17+,Utilities,37,5,3
3108,Real Boxing 2 ROCKY,666117120,0,6263,277,4.5,4.5,1.8.3,12+,Games,37,5,11
3109,NOGGIN - Preschool Shows & Educational Kids Videos,73499648,0,782,8,3.5,4.5,3.1.0,4+,Education,37,5,1
3110,桃太郎の　はなし　は終わっていない #泣ける昔話ノベルゲーム,39667712,0,0,0,0,0,1.1.1,9+,Games,40,2,1
3111,Akinator the Genie FREE,117224448,0,2154,1269,4,4,4.2,12+,Entertainment,37,5,14
3112,Astrå,215661568,0.99,42,2,4,2,1.1.2,4+,Games,38,5,1
3113,Zodiac: Orcanon Odyssey,1429069824,4.99,184,38,3,3,0.8.6,12+,Games,37,3,1
3114,"Don't Die, Mr. Robot!",57417728,0.99,7,7,4.5,4.5,1,4+,Games,38,5,1
3115,The Trace: Murder Mystery Game - Analyze evidence and solve the criminal case,278077440,3.99,2570,1251,4,4.5,1.5.2,12+,Games,38,5,1
3116,Flewn,534294528,2.99,66,62,4.5,4.5,1.5.2,4+,Book,38,4,1
3117,The World II Hunting BOSS,538394624,0.99,141,84,4.5,4.5,1.2,9+,Games,38,5,3
3118,Griffin Simulator,105254912,0.99,417,417,4,4,1,9+,Games,43,5,1
3119,StickyBalls Deluxe - Addicting Fall Down Game,148612096,0,7002,4,4.5,5,3.1.1,4+,Games,40,5,1
3120,年賀状2018｜おしゃれなスマホで写真年賀状2018,76815360,0,0,0,0,0,5.5.0,4+,Photo & Video,38,0,2
3121,A Call From Santa! Voicemail & Text Messages,64863232,0,3823,451,4.5,4.5,2.1,4+,Entertainment,38,5,2
3122,Yurei Ninja,187797504,0,205,6,4,3.5,1.32.3,9+,Games,37,5,1
3123,Foot Locker,87000064,0,2477,467,4.5,5,2.6.5,4+,Shopping,37,0,1
3124,Weirdwood Manor,342845440,0,197,5,4.5,5,1.5.1,4+,Book,37,5,1
3125,Adventure Time Game Wizard - Draw Your Own Adventure Time Games,1218220032,4.99,848,203,4,4,1.2,9+,Games,37,5,11
3126,Astropad Standard,25945088,29.99,1439,21,4.5,4.5,2.2.1,4+,Productivity,24,5,2
3127,PAW Patrol Draw & Play HD,557006848,3.99,44,22,3.5,3.5,1.3,4+,Education,24,5,1
3128,Mobile Strike,256203776,0,24935,265,3.5,3.5,3.22.515,12+,Games,37,5,29
3129,TodayAir,30035968,0,0,0,0,0,1.2,4+,Weather,40,0,7
3130,"Papers, Please",51179520,7.99,970,89,5,5,1.0.12,17+,Games,24,5,8
3131,Heroes of Normandie,1486648320,14.99,53,0,3.5,0,1.66,12+,Games,37,5,1
3132,Sync Solver for Fitbit,14583808,2.99,859,52,4,3,2.3,4+,Health & Fitness,13,0,1
3133,MUSYNX,1274243072,0.99,197,14,5,5,1.7.5,4+,Games,40,5,4
3134,Clipstro Golf - Swing trajectory visualization,18195456,3.99,5,1,3.5,3,1.9.5,4+,Sports,38,1,12
3135,Polar Bear Simulator,116490240,0.99,293,293,4.5,4.5,1,9+,Games,43,5,1
3136,オオカミ姫 [ みんなで協力！ターン制ギルドバトルRPG ],155367424,0,0,0,0,0,3.5.4,12+,Games,38,0,1
3137,infltr - Infinite Filters,132298752,1.99,32,0,2.5,0,2.8.2,4+,Photo & Video,37,5,22
3138,Roller Coaster VR,462231552,0,128,0,3.5,0,1.7.4,4+,Games,37,0,1
3139,Duet Display,30325760,9.99,6165,25,4.5,4,1.4.1,4+,Productivity,37,5,15
3140,Boulder Dash® 30th Anniversary™ Premium,79798272,4.99,11,7,5,5,2.1,9+,Games,37,4,1
3141,Simple Machines by Tinybop,463391744,2.99,96,11,3.5,4,1.0.8,4+,Education,38,5,58
3142,The Robot Factory by Tinybop,298121216,0,335,21,4,4,1.1.6,4+,Education,38,5,58
3143,YouTube Kids,119236608,0,28560,125,4.5,4.5,2.19.13,4+,Entertainment,37,5,34
